Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef
Appalachian St.,20,7_8,13_11,99.1,106.6,17.9,20.0,48.6,51.8,31.2,33.9,31.8,24.0
UNC Asheville,20,9_5,10_10,99.4,107.1,21.2,19.7,55.2,50.2,35.8,32.4,30.2,32.3
Lafayette,14,9_5,9_5,103.4,111.5,15.2,15.7,48.0,51.1,35.9,32.3,30.0,32.3
Norfolk St.,19,8_4,14_7,97.9,105.6,17.7,20.5,46.1,48.0,37.0,32.5,38.7,41.9
LIU Brooklyn,18,9_9,9_9,95.1,102.7,19.3,20.9,50.1,50.9,28.7,32.0,31.2,28.4
UC San Diego,12,2_8,5_10,98.9,106.9,20.8,18.3,53.5,53.4,34.9,37.3,20.7,21.9
Quinnipiac,19,6_9,8_11,92.0,99.4,19.1,16.3,46.5,44.0,33.2,30.0,34.8,32.8
Niagara,18,7_9,8_10,98.5,106.6,15.1,20.0,46.2,49.2,32.3,33.5,32.9,31.3
Charlotte,21,5_9,9_13,96.0,103.9,21.0,19.2,50.9,52.6,32.5,31.8,37.6,24.6
Little Rock,24,7_11,11_14,96.8,104.9,22.4,20.2,52.4,49.8,31.3,34.7,38.3,27.9
UT Rio Grande Valley,12,2_3,9_7,93.2,101.3,18.1,24.8,44.0,48.6,28.1,28.4,36.8,45.5
Long Beach St.,14,4_6,5_9,97.7,106.2,21.1,18.0,49.6,49.1,36.3,35.9,43.1,36.1
Tarleton St.,13,3_7,8_10,97.7,106.3,18.3,22.9,45.4,50.6,36.9,38.5,38.6,47.0
Georgia Southern,21,7_9,13_12,94.5,103.1,21.7,22.5,49.1,49.3,31.4,36.2,29.2,31.7
Middle Tennessee,19,3_11,5_15,94.1,102.8,21.9,19.7,44.5,55.7,33.5,30.6,22.9,29.2
Fairleigh Dickinson,24,8_10,9_15,101.3,110.9,19.5,19.3,49.4,54.8,37.5,33.5,31.1,33.9
Bucknell,10,4_6,4_6,95.8,104.9,17.5,16.4,53.0,46.4,32.4,33.8,36.1,30.0
Boston University,16,6_10,6_10,100.8,110.5,18.5,15.3,50.4,54.2,32.1,37.2,29.0,28.3
Sacramento St.,15,4_8,7_10,99.3,109.1,14.9,19.0,47.0,56.3,36.3,34.5,31.1,30.6
Central Michigan,19,3_12,7_15,99.4,109.3,18.4,18.4,49.4,54.5,32.3,36.1,36.2,27.7
Idaho St.,16,7_5,12_9,92.9,102.1,24.4,18.4,49.3,43.8,31.6,38.8,39.6,34.9
Merrimack,17,9_8,9_8,92.7,101.9,19.5,22.0,54.8,46.0,31.0,35.3,30.2,32.3
IUPUI,18,7_9,8_10,96.3,105.9,19.1,18.9,47.3,56.5,34.4,30.5,30.5,35.1
Southern Miss,22,4_13,8_16,93.0,102.3,20.6,18.4,47.4,49.9,32.2,33.7,29.4,29.9
Fort Wayne,23,6_14,8_15,100.1,110.3,23.7,17.0,57.0,53.9,40.0,33.6,30.2,30.4
Eastern Michigan,14,2_11,5_12,97.9,107.8,17.5,18.9,47.4,58.8,30.0,39.3,27.3,28.6
Coppin St.,21,8_4,9_12,91.3,100.7,19.7,20.6,51.4,49.7,30.7,30.7,43.2,26.7
Jackson St.,14,9_0,9_5,87.5,96.7,22.9,21.7,41.4,43.0,31.5,32.7,41.0,40.8
New Orleans,20,6_7,7_14,97.0,107.1,22.0,21.0,51.4,53.3,33.9,32.6,31.0,38.1
Southeast Missouri St.vs.,26,9_11,11_15,94.6,104.6,21.8,19.6,48.4,50.7,35.3,36.4,41.6,38.7
Manhattan,17,5_11,6_11,90.7,100.3,21.3,22.3,43.4,47.6,26.8,32.1,35.7,46.7
New Mexico,18,2_14,6_14,91.7,101.5,22.3,19.1,45.6,52.1,25.2,34.6,31.7,35.4
Holy Cross,16,5_11,5_11,98.0,108.7,18.3,18.5,48.8,52.1,35.6,35.7,26.1,35.2
New Hampshire,18,9_6,10_9,95.6,106.1,16.3,17.9,44.0,48.6,31.8,34.1,32.8,39.2
Sacred Heart,17,9_7,9_8,99.4,110.3,18.9,15.1,47.9,50.1,32.7,32.5,34.3,28.1
Towson,17,3_9,4_13,99.6,110.8,18.3,16.2,46.3,48.8,29.6,38.9,33.2,30.0
High Point,24,6_11,9_15,95.5,106.3,18.6,20.1,46.7,51.7,29.0,35.4,38.3,34.1
Louisiana Monroe,25,5_13,7_18,93.0,103.6,19.5,21.3,46.5,47.8,34.5,36.1,25.3,32.8
North Carolina A&T,19,7_1,11_10,93.6,104.6,18.6,24.0,45.4,50.5,30.4,36.3,35.8,31.2
North Dakota,25,8_8,9_16,97.3,108.8,18.7,17.2,48.6,51.0,34.1,39.0,34.2,30.2
Florida A&M,17,6_4,7_10,89.0,99.5,23.8,21.3,48.7,51.2,31.0,28.3,29.3,32.0
Western Illinois,20,5_9,7_14,96.8,108.4,17.5,16.2,44.6,51.5,32.1,39.2,36.5,38.1
St. Francis NY,19,9_9,9_10,100.8,112.9,16.3,19.9,49.4,50.4,33.1,38.1,30.7,39.1
FIU,22,2_15,9_17,95.7,107.4,20.9,21.5,51.9,53.2,32.7,36.9,24.0,34.7
North Florida,20,6_6,8_14,101.4,113.9,22.0,16.0,51.3,50.1,37.0,34.4,25.2,32.0
Florida Gulf Coast,14,4_5,9_7,91.9,103.3,20.4,19.0,50.3,49.2,28.6,30.8,23.6,26.3
Cal St. Northridge,18,5_7,9_10,100.8,113.3,16.7,18.4,47.4,54.3,35.1,37.0,33.1,32.6
Illinois Chicago,22,6_10,9_13,92.5,104.2,18.9,14.2,50.2,49.1,32.7,30.1,22.8,33.8
Robert Morris,18,3_12,4_15,97.9,110.4,19.0,18.7,48.3,52.4,36.5,38.9,26.1,34.6
Rider,19,5_11,5_14,98.9,111.6,18.1,17.2,46.3,53.2,34.3,35.7,27.5,36.5
Air Force,24,3_17,5_19,96.9,109.3,22.7,21.6,53.8,59.0,33.8,36.1,31.4,33.4
San Jose St.,18,3_13,5_15,96.3,108.8,18.1,15.0,43.1,54.4,31.0,31.7,30.2,27.2
NJIT,19,6_10,7_12,94.0,106.4,16.2,20.9,46.0,53.8,30.5,33.2,34.2,29.4
St. Francis PA,22,5_13,6_16,94.6,107.1,20.2,18.6,48.6,54.3,30.9,31.3,33.7,29.4
Troy,23,4_12,10_16,90.7,102.9,21.4,18.3,45.5,49.3,27.8,36.5,31.5,30.2
Southern,16,8_4,8_8,91.4,104.0,21.6,19.9,48.2,45.9,32.4,32.8,39.2,40.7
North Alabama,17,7_8,11_10,92.5,105.4,21.2,19.2,46.2,49.1,31.8,36.6,28.1,36.4
Binghamton,18,4_10,4_14,97.3,110.9,20.6,16.4,48.3,49.5,33.1,36.7,23.2,31.3
Tennessee Tech,27,5_15,5_22,95.7,109.3,22.6,18.1,51.6,56.0,32.1,35.3,27.0,26.7
William & Mary,15,4_6,6_9,95.2,108.8,20.2,16.6,48.2,54.4,29.3,31.9,32.1,24.5
Eastern Illinois,27,6_14,9_18,94.5,107.9,20.0,18.7,49.7,50.3,32.4,36.3,25.7,31.0
Fairfield,21,6_10,6_15,94.6,108.1,19.7,16.1,44.7,50.6,30.3,34.2,32.2,30.7
Fordhamvs.,14,2_11,2_12,87.3,99.8,20.8,19.2,42.2,52.8,26.9,33.4,27.5,27.8
Northwestern St.,24,8_6,9_16,94.9,108.6,19.9,18.2,47.4,55.8,33.5,32.7,28.3,34.1
Hampton,25,9_9,11_14,95.8,109.6,18.2,17.9,49.3,48.3,33.2,33.8,28.6,35.4
Nebraska Omaha,24,3_11,5_19,92.9,106.7,18.3,17.0,45.0,50.8,32.9,38.3,29.9,31.3
Lamar,24,6_10,7_17,92.2,106.4,20.4,19.9,45.0,49.6,29.4,38.9,32.6,29.1
Jacksonville,22,5_9,11_13,91.4,105.4,20.1,20.7,49.9,52.0,31.4,33.7,34.3,27.9
SIU Edwardsvillevs.,24,7_12,9_16,93.0,107.2,22.9,19.5,50.4,53.5,31.4,34.0,33.3,34.2
Lehigh,14,4_10,4_10,94.0,108.5,18.0,16.5,47.5,51.7,31.8,36.6,28.7,32.9
Grambling St.,19,7_6,9_11,90.7,105.0,21.8,21.0,46.4,44.2,32.2,34.2,41.6,37.7
Tennessee St.,22,3_17,4_19,90.7,105.1,20.9,22.1,49.1,50.9,28.8,34.0,32.7,44.5
Portland,17,0_11,6_14,95.0,110.1,19.2,17.8,43.2,60.2,32.5,37.1,33.6,21.9
USC Upstate,22,5_11,5_18,94.3,109.5,20.8,18.7,47.7,54.6,33.9,34.7,29.8,35.2
Incarnate Word,16,5_7,8_11,95.0,110.4,20.7,18.8,45.5,56.2,39.6,29.3,32.5,34.6
Dixie St.,17,4_8,8_11,91.1,106.1,20.3,19.7,46.2,53.9,28.8,33.1,35.7,37.3
Kennesaw St.,20,2_13,5_18,89.8,104.6,20.5,17.1,46.3,54.7,29.5,31.5,30.7,32.5
North Carolina Central,10,2_4,4_7,93.0,108.5,21.9,20.4,45.4,51.8,35.9,31.0,33.6,38.3
Maine,9,2_6,2_7,88.1,102.8,25.0,20.7,43.4,50.2,31.5,30.9,27.2,30.9
Northern Illinois,18,1_12,2_16,94.0,109.9,20.7,17.3,42.9,52.9,31.6,39.4,23.9,33.6
McNeese St.,15,4_8,10_11,97.7,114.5,22.8,18.8,52.5,53.6,37.7,40.4,31.5,32.1
Presbyterian,21,5_12,7_15,90.9,106.6,23.1,22.2,47.3,53.3,30.3,34.9,35.2,41.7
Central Arkansas,21,3_11,4_18,95.8,112.4,24.3,15.5,47.1,52.3,34.6,37.5,33.6,29.1
Charleston Southern,20,2_15,3_18,91.7,107.7,23.6,17.6,46.4,50.3,31.1,34.3,30.1,34.4
Cal Poly,19,1_13,3_17,88.0,104.7,20.4,18.4,42.4,49.1,29.7,36.4,30.8,37.0
Central Connecticut,21,5_13,5_16,92.5,110.2,19.7,20.1,48.5,54.6,32.4,35.2,28.4,30.4
Howard,4,0_0,1_4,96.4,115.0,18.5,12.6,50.4,55.9,34.6,33.9,37.1,27.1
Northern Arizona,20,4_10,5_15,95.8,114.4,17.7,18.1,45.1,60.9,34.0,38.8,30.4,32.5
Houston Baptist,20,3_10,4_17,92.4,110.5,23.3,18.8,48.8,55.8,33.3,35.1,28.5,28.1
Denver,20,1_13,2_19,93.6,112.7,20.9,19.0,48.6,53.8,34.8,39.3,34.1,43.0
Tennessee Martin,23,6_14,8_16,92.8,112.2,21.0,20.6,43.3,58.2,33.2,37.4,28.3,36.5
Southeastern Louisiana,22,5_9,7_15,91.8,111.1,22.3,21.2,46.2,55.7,29.3,35.7,43.6,38.7
Alcorn St.,16,6_5,6_10,91.3,110.6,19.9,22.4,44.3,56.7,29.6,36.6,35.8,51.5
Alabama A&M,13,4_7,6_7,86.7,105.2,21.3,18.0,46.5,46.1,28.3,27.5,32.8,35.1
Texas A&M Corpus Chris,19,1_12,4_18,88.8,108.3,24.4,19.3,44.6,51.8,33.2,34.4,36.1,33.0
Idaho,21,1_17,1_20,91.1,112.0,24.0,17.3,47.0,53.0,33.9,38.4,29.7,35.1
Chicago St.,9,0_0,0_9,92.9,115.2,21.8,16.2,43.9,60.6,25.1,39.5,25.4,32.8
Arkansas Pine Bluff,23,2_12,3_20,89.4,113.7,23.0,18.5,41.1,51.8,30.4,39.3,38.8,38.9
South Carolina St.,18,1_7,1_17,87.5,111.9,23.8,22.7,43.0,56.4,31.9,36.1,27.9,35.7
Alabama St.,16,4_12,4_12,86.0,110.1,22.0,21.3,41.6,47.9,31.9,30.1,42.2,37.0
Delaware St.,15,0_10,2_15,90.7,116.3,22.2,18.6,44.6,57.0,31.3,34.7,29.5,45.4
Mississippi Valley St.,22,2_12,2_20,79.1,119.3,24.9,14.9,38.0,55.9,32.9,34.9,24.3,32.7
