Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef
Northern Colorado,29,10_10,11_18,100.8,108.5,20.2,19.0,49.2,52.7,37.1,35.6,33.2,33.4
Northern Kentucky,27,9_9,11_16,95.9,103.3,18.9,21.0,46.8,49.5,33.1,33.5,28.4,35.7
Western Carolina,31,9_9,12_19,99.6,107.4,18.9,20.4,46.0,50.5,34.0,32.5,30.9,47.1
TCU,31,2_16,10_21,92.7,99.9,21.9,20.1,42.3,49.0,30.8,34.2,40.6,34.1
Cal St. Bakersfield,26,0_0,10_16,95.6,103.1,20.7,21.9,44.7,51.3,33.7,34.6,35.4,52.4
Arkansas Little Rock,31,11_9,16_15,93.8,101.2,22.3,23.2,44.7,47.6,33.8,34.0,42.7,42.9
Maine,29,6_10,10_19,95.8,103.6,21.7,17.2,48.8,45.9,29.2,35.4,33.3,34.3
Portland,30,4_12,9_21,93.5,101.1,23.3,17.9,43.2,47.7,31.0,35.7,36.1,35.8
Central Connecticut,30,9_9,13_17,100.3,108.6,17.5,18.9,46.6,49.9,35.2,36.6,30.1,29.3
Appalachian St.,29,10_8,13_16,97.6,105.8,19.4,18.8,47.2,52.5,36.5,32.7,37.9,35.2
Cornell,30,5_9,12_18,98.3,106.6,19.6,20.6,46.1,49.8,33.2,38.7,30.7,37.4
Texas St.,33,5_13,11_22,98.9,107.4,19.3,20.7,46.7,50.8,33.2,34.8,36.5,37.7
North Dakota,31,12_8,14_17,94.9,103.2,18.8,19.8,45.7,48.4,33.2,33.8,36.5,33.7
Old Dominion,30,3_15,5_25,97.7,106.6,20.7,20.4,46.6,48.8,27.3,39.1,34.6,39.2
Colgate,32,5_9,11_21,95.8,104.5,19.8,15.2,46.1,46.9,34.2,35.5,27.6,33.0
Mississippi St.,32,4_14,10_22,89.8,98.0,24.8,22.3,45.5,50.0,28.4,33.2,40.8,25.8
Liberty,33,6_10,12_21,100.1,109.7,19.8,15.1,44.9,48.6,37.0,30.9,38.4,38.5
NJIT,25,6_2,12_13,93.0,102.0,21.5,21.2,42.3,42.5,35.8,33.3,41.3,41.7
Wofford,31,7_11,12_19,86.5,94.9,20.3,22.2,43.2,48.4,30.7,30.6,27.9,38.3
Cleveland St.,29,5_11,11_18,97.9,107.6,21.2,21.1,45.1,51.8,33.5,35.4,30.4,45.2
UTSA,32,3_14,10_22,97.7,107.5,20.6,20.4,44.7,52.3,33.4,35.4,36.4,34.4
Winthrop,28,6_10,11_17,94.3,103.9,21.4,18.2,46.4,46.1,31.3,32.6,36.1,36.7
Arkansas Pine Bluff,30,15_3,16_14,91.3,100.8,20.9,23.5,44.4,46.4,30.2,31.7,33.0,37.7
New Hampshire,28,5_11,8_20,90.9,100.3,18.6,18.8,42.9,47.5,30.5,27.9,34.7,36.3
Troy,33,6_14,12_21,97.3,107.5,16.5,19.1,44.5,49.5,31.2,35.8,24.5,36.6
South Dakota,28,5_11,8_20,101.4,112.1,17.9,15.7,48.2,51.3,37.1,38.0,37.4,26.0
Dartmouth,27,5_9,8_19,95.1,105.3,20.5,21.0,43.5,49.5,33.3,35.5,33.4,43.1
UNC Greensboro,29,6_12,7_22,96.1,106.4,17.8,19.2,45.0,48.2,33.8,36.2,33.7,51.9
Tennessee Tech,27,5_11,10_17,94.7,105.2,24.2,21.5,47.3,51.2,30.8,34.1,38.2,45.8
UNC Wilmington,29,5_13,9_20,95.9,106.6,21.4,17.5,45.1,50.3,33.5,33.3,36.7,38.0
American,30,5_9,10_20,95.7,106.4,20.2,15.6,43.8,45.7,36.2,41.1,30.9,27.9
Saint Peter's,30,3_15,9_21,92.1,102.5,20.0,22.0,44.1,49.0,33.6,35.0,30.3,41.7
Eastern Illinois,31,6_10,11_20,97.3,108.5,21.3,21.3,48.7,51.2,35.0,38.9,34.2,37.6
VMI,28,8_8,11_17,100.5,112.3,17.6,18.6,49.9,49.8,32.2,36.3,30.5,30.7
Eastern Washington,31,7_13,10_21,96.4,107.8,19.3,15.8,47.0,46.2,34.1,35.1,32.0,36.2
Hampton,31,11_5,14_17,87.7,98.1,24.3,22.3,44.6,42.9,26.3,30.6,38.6,42.5
Lipscomb,29,7_11,11_18,96.2,107.7,23.2,18.6,46.5,52.6,31.5,33.8,44.6,44.9
Bethune Cookman,32,7_9,12_20,96.0,107.5,18.4,22.4,45.6,50.9,31.0,34.1,39.0,46.8
Samford,31,9_9,10_21,96.1,107.8,21.1,20.0,48.7,50.8,36.4,35.9,31.3,36.6
Sacred Heart,29,7_11,9_20,98.1,110.1,21.9,18.1,48.4,49.1,35.2,37.1,32.2,38.2
Sacramento St.,27,8_12,12_15,94.7,106.3,17.8,19.0,44.1,48.8,33.0,35.4,37.2,27.7
Southeastern Louisiana,29,10_8,11_18,93.8,105.4,19.5,18.4,42.1,46.1,35.5,39.7,36.0,42.8
Georgia Southern,31,7_11,12_19,94.6,106.3,20.1,20.5,44.2,50.8,33.1,31.8,35.4,37.0
Siena,32,4_14,8_24,94.1,106.1,23.7,17.0,43.8,48.2,33.7,33.1,38.1,27.7
Chicago St.,29,3_5,7_22,90.6,102.1,21.2,23.5,41.9,48.6,32.6,36.0,24.6,48.1
Radford,29,7_9,10_19,90.2,101.7,19.5,21.6,42.9,47.0,31.2,36.6,35.8,39.9
Nicholls St.,30,8_10,9_21,97.1,109.6,20.2,20.9,50.1,51.1,30.5,36.5,40.0,39.3
Northern Arizona,32,8_12,11_21,94.9,107.1,20.5,20.2,48.5,52.2,32.7,36.6,31.4,38.8
Jacksonville,30,9_9,12_18,94.2,106.4,21.5,20.2,45.4,49.6,32.0,34.5,36.3,39.5
UMBC,30,5_11,7_23,94.8,107.4,21.3,20.2,44.2,53.8,33.9,30.9,30.1,44.0
Hofstra,31,4_14,6_25,88.1,100.0,22.2,20.6,41.6,50.0,28.7,31.0,39.3,36.7
Milwaukee,30,3_13,6_24,93.7,106.5,21.5,17.6,43.5,51.1,30.8,32.7,36.1,30.2
Austin Peay,29,4_12,6_23,96.7,110.2,23.2,18.1,48.8,51.8,38.1,34.9,37.4,29.3
Jackson St.,29,9_9,11_18,93.7,106.8,18.2,20.9,43.2,51.3,31.2,31.5,38.4,39.3
Monmouth,31,5_13,10_21,90.7,103.6,20.9,25.5,43.5,52.2,31.0,36.0,32.3,41.5
Campbell,30,7_9,11_19,96.1,110.1,20.1,20.2,48.7,52.2,31.2,33.5,30.8,39.2
Montana St.,28,10_10,11_17,98.8,113.2,17.0,21.1,46.5,53.7,33.3,39.1,37.3,39.6
Utah Valley,28,3_5,10_18,96.4,110.7,18.9,17.3,50.3,50.0,32.1,34.4,30.5,27.4
Chattanooga,30,8_10,11_19,96.5,110.9,20.0,18.5,45.9,51.4,30.8,37.6,43.0,32.6
Southern Utah,29,8_12,9_20,91.0,104.6,21.9,17.2,42.9,47.1,32.2,35.1,36.8,57.0
Central Arkansas,28,7_11,11_17,97.0,111.9,19.8,19.4,46.4,49.6,34.2,35.7,29.6,40.8
Delaware St.,31,8_8,13_18,94.0,108.5,22.2,20.9,46.5,48.4,29.6,33.2,33.3,32.2
Coppin St.,31,5_11,7_24,92.1,106.5,21.0,23.3,39.6,53.4,31.2,29.6,31.2,37.1
Texas A&M Corpus Chris,28,5_13,5_23,94.6,109.7,18.8,19.1,45.2,49.3,30.5,36.2,32.2,47.4
McNeese St.,28,7_11,11_17,93.7,108.7,17.9,19.0,43.9,48.6,31.9,32.8,30.3,35.8
UMKC,31,5_11,7_24,91.6,106.4,23.0,19.3,45.9,52.0,33.5,40.1,30.3,42.3
San Jose St.,28,3_14,8_20,88.1,102.4,20.2,19.0,40.1,48.1,28.9,33.5,36.7,34.2
UC Riverside,28,3_15,4_24,87.4,101.6,22.6,18.1,46.3,47.5,28.7,36.9,32.5,32.7
Rice,29,1_15,4_25,95.1,110.7,16.7,21.0,44.5,55.5,33.4,36.7,28.2,46.7
Portland St.,26,5_15,6_20,100.7,117.7,18.2,17.2,47.6,53.4,37.2,36.9,31.9,33.3
Navy,30,2_12,7_23,87.7,102.8,18.5,21.6,42.2,50.7,32.1,31.9,27.9,38.4
UT Rio Grande Valley,28,5_3,12_16,90.5,106.3,20.8,22.0,44.9,48.6,34.9,34.8,39.4,35.9
SIU Edwardsville,25,5_11,7_18,90.4,106.4,21.7,21.1,44.6,52.6,36.4,33.0,32.8,36.9
East Tennessee St.,31,8_10,9_22,92.6,109.4,20.0,21.1,44.2,52.8,32.3,37.2,31.6,33.5
Idaho St.,29,5_15,5_24,90.5,107.0,19.5,20.8,45.7,49.7,31.4,37.4,37.5,34.6
Alcorn St.,32,8_10,9_23,85.4,101.2,22.2,19.1,41.6,43.8,29.3,30.5,38.1,47.0
Nebraska Omaha,29,6_10,10_19,98.4,116.9,20.1,17.6,50.2,54.8,36.5,38.4,28.9,29.1
Prairie View A&M,31,8_10,12_19,87.1,103.5,21.6,21.1,42.0,46.9,26.0,31.3,32.6,43.7
Houston Baptist,27,3_5,11_16,85.7,102.4,25.0,22.6,42.5,46.8,31.7,32.6,37.5,41.7
Florida A&M,29,5_11,6_23,88.6,106.5,22.5,22.7,41.9,49.3,30.3,35.4,32.7,42.2
Louisiana Monroe,27,3_17,4_23,90.9,109.4,24.1,21.9,46.6,53.1,34.8,36.2,31.5,39.6
St. Francis PA,29,5_13,5_24,92.1,111.2,22.0,19.1,45.7,51.4,34.8,37.5,31.6,39.9
Northern Illinois,29,3_13,4_25,83.7,101.1,23.3,22.4,38.8,49.5,27.8,34.1,35.8,51.9
Alabama St.,31,8_10,9_22,91.1,110.1,22.0,19.5,44.8,47.6,30.6,35.2,32.2,38.0
IUPUI,30,1_15,4_26,95.4,115.7,18.8,16.9,48.6,54.5,36.1,39.2,24.2,31.6
Kennesaw St.,30,2_16,3_27,90.4,110.0,21.0,21.3,44.4,54.7,30.3,38.2,37.4,47.6
Longwood,31,4_12,6_25,93.5,114.2,22.7,18.4,48.3,53.1,32.1,38.3,30.5,34.7
Fairleigh Dickinson,31,2_16,7_24,92.1,112.8,22.5,17.5,47.2,51.7,35.0,36.3,35.2,35.7
The Citadel,28,5_13,6_22,96.7,118.7,23.9,18.0,48.9,53.6,35.9,38.2,37.8,28.8
Tennessee Martin,28,5_11,7_21,91.9,112.9,21.1,19.3,40.9,53.3,32.7,35.9,37.7,44.9
South Carolina St.,28,2_14,4_24,90.4,111.5,22.8,18.6,42.5,49.4,27.5,33.9,27.3,36.4
Howard,29,4_12,6_23,81.2,101.1,23.9,22.9,39.9,45.8,24.9,33.3,34.1,37.0
Alabama A&M,29,6_12,9_20,89.2,111.1,21.0,17.4,43.9,48.8,28.9,34.9,36.9,36.0
Presbyterian,29,4_12,5_24,93.3,116.5,20.8,16.4,47.4,51.1,34.5,39.4,26.4,34.7
Mississippi Valley St.,28,5_13,5_23,88.8,111.3,21.5,22.2,40.5,50.9,30.3,35.4,39.5,43.1
Furman,29,3_15,5_24,90.4,113.5,22.7,17.2,44.0,50.3,32.6,38.6,35.3,29.2
Binghamton,29,1_15,2_27,85.2,107.7,23.2,16.8,41.3,49.8,28.6,35.9,33.6,31.4
New Orleans,22,0_0,4_18,86.6,112.1,24.4,21.2,46.1,52.7,27.1,38.1,38.8,41.5
Maryland Eastern Shore,28,2_14,2_26,85.2,111.0,23.5,21.4,39.3,53.4,27.2,36.3,35.3,33.2
Lamar,31,1_17,3_28,83.3,110.2,25.5,16.0,42.0,48.9,30.3,35.8,31.5,29.0
Grambling St.,28,0_18,0_28,76.6,121.4,26.8,14.8,38.4,49.9,31.2,37.8,24.9,34.9
